DATE|CIVIC_BODY|CATEGORY|SUB_CATEGORY|AREA|LAT|LONG
22-Feb-16|BBMP|Road|Damage| Begur|12.870|77.628
22-Feb-16|BTP|Traffic|TrafficJam| Padmanabha Nagar|12.918|77.556
22-Feb-16|BBMP|Cleanliness|Garbage| Other||
22-Feb-16|Other|Other|Other| Vannarpet|12.954|77.621
22-Feb-16|Other|Other|Other| Vannarpet|12.954|77.621
22-Feb-16|BTP|Violation|Parking| Jaraganahalli|12.899|77.576
22-Feb-16|BTP|Violation|Parking| Jaraganahalli|12.899|77.576
22-Feb-16|Other|Other|Other| Dodda Bommasandra|13.063|77.563
22-Feb-16|BTP|Traffic|TrafficJam| Rajaji Nagar|12.972|77.595
22-Feb-16|Other|Other|Other| Hemmigepura|12.886|77.490
22-Feb-16|Other|Other|Other| Koramangala|12.932|77.623
22-Feb-16|Other|Other|Other| Koramangala|12.932|77.623
22-Feb-16|BBMP|Animals|StrayAnimal| Thanisandra|13.063|77.636
22-Feb-16|Other|Other|Other| Horamavu|13.027|77.661
22-Feb-16|BBMP|Animals|StrayAnimal| Madivala|12.923|77.617
22-Feb-16|BBMP|Road|Maintenance| Singasandra|12.880|77.646
22-Feb-16|BTP|Violation|Parking| Kadugodi|12.977|77.729
22-Feb-16|KSPCB|Pollution|Air| Hagadur|12.966|77.757
22-Feb-16|BTP|Violation|Traffic| Sriramamandira|12.946|77.591
22-Feb-16|BTP|Violation|Parking| Kadu Malleshwara||
22-Feb-16|BTP|Violation|Parking| Kadu Malleshwara||
22-Feb-16|BESCOM|Lights|Streelight| Kodigehalli|13.058|77.576
22-Feb-16|BBMP|Animals|StrayAnimal| Hanumantha Nagar|12.943|77.563
22-Feb-16|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
22-Feb-16|BBMP|Animals|StrayAnimal| Hoodi|12.978|77.638
22-Feb-16|BTP|Traffic|TrafficJam| Shantala Nagar|12.972|77.513
22-Feb-16|BTP|Traffic|TrafficJam| A Narayanapura|12.993|77.673
22-Feb-16|BBMP|Road|Maintenance| Vasanthapura|12.894|77.552
22-Feb-16|BESCOM|Lights|Streelight| Vasanthapura|12.894|77.552
22-Feb-16|Other|Other|Other| Hoysala Nagar|13.017|77.667
22-Feb-16|BTP|Violation|Parking| Hoysala Nagar|13.017|77.667
22-Feb-16|BTP|Violation|Parking| Hoysala Nagar|13.017|77.667
22-Feb-16|BTP|Violation|Traffic| Kadugodi|12.977|77.729
22-Feb-16|Other|Other|Other| Mahalakshimpuram|13.011|77.604
22-Feb-16|KSPCB|Pollution|Air| Mahalakshimpuram|13.011|77.604
22-Feb-16|BMTC|Buses|MoreBuses| Hemmigepura|12.886|77.490
22-Feb-16|BBMP|Cleanliness|Garbage| Varthur|12.939|77.747
22-Feb-16|BBMP|Cleanliness|Garbage| Basavanapura|13.013|77.713
22-Feb-16|Other|Other|Other| Basavanapura|13.013|77.713
22-Feb-16|BBMP|Road|Maintenance| Begur|12.870|77.628
21-Feb-16|BESCOM|Lights|Streelight| Varthur|12.939|77.747
21-Feb-16|BTP|Violation|Traffic| Hsr Layout|12.910|77.645
21-Feb-16|BBMP|Cleanliness|Garbage| Kammanahalli|13.019|77.635
21-Feb-16|BTP|Violation|Traffic| Vijnana Nagar|12.978|77.682
21-Feb-16|BTP|Violation|Traffic| Koramangala|12.932|77.623
21-Feb-16|BBMP|Cleanliness|Garbage| Sarakki|12.910|77.573
21-Feb-16|Other|Other|Other| Sunkenahalli||
21-Feb-16|BTP|Traffic|TrafficJam| Suddagunte Palya|12.983|77.655
21-Feb-16|Other|Other|Other| Sriramamandira|12.946|77.591
21-Feb-16|BTP|Violation|Parking| Jayachamarajendra Nagar|12.987|77.547
21-Feb-16|BBMP|Cleanliness|Garbage| Konankunte|12.884|77.565
21-Feb-16|BWSSB|Water|Problem| Dayananda Nagar|12.989|77.564
21-Feb-16|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
21-Feb-16|BBMP|Cleanliness|Garbage| Kodigehalli|13.058|77.576
21-Feb-16|BESCOM|Lights|Streelight| Kodigehalli|13.058|77.576
21-Feb-16|Other|Other|Other| Aramane Nagara|13.014|77.583
21-Feb-16|Other|Other|Other| Dodda Bidarakallu|13.033|77.491
21-Feb-16|BTP|Traffic|TrafficJam| Puttenahalli|12.894|77.581
21-Feb-16|Other|Other|Other| Konena Agrahara|12.958|77.661
21-Feb-16|BTP|Violation|Traffic| Sriramamandira|12.946|77.591
21-Feb-16|BTP|Traffic|TrafficJam| Sanjay Nagar|13.037|77.582
21-Feb-16|Other|Other|Other| Hagadur|12.966|77.757
21-Feb-16|BBMP|Road|Pothole| Hagadur|12.966|77.757
21-Feb-16|BTP|Violation|Parking| Vannarpet|12.954|77.621
21-Feb-16|BBMP|Cleanliness|Garbage| Vijnanapura|13.003|77.672
21-Feb-16|BTP|Traffic|TrafficJam| Kamakshipalya|12.989|77.527
21-Feb-16|BTP|Violation|Parking| Kamakshipalya|12.989|77.527
21-Feb-16|BMTC|Infrastructure|BusShelter| Koramangala|12.932|77.623
21-Feb-16|BBMP|Road|Maintenance| Varthur|12.939|77.747
21-Feb-16|Other|Other|Other| Karisandra||#N/A
21-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
21-Feb-16|Other|Other|Other| Kempegowda|12.977|77.571
21-Feb-16|Other|Other|Other| New Tippasandra|12.977|77.649
21-Feb-16|Other|Other|Other| Rajarajeshwari Nagar|12.924|77.522
21-Feb-16|BBMP|Road|Maintenance| Kumaraswamy Layout|12.901|77.565
21-Feb-16|BBMP|Road|Damage| Kumaraswamy Layout|12.901|77.565
21-Feb-16|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
21-Feb-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
21-Feb-16|KSPCB|Pollution|Air| Horamavu|13.027|77.661
21-Feb-16|BTP|Traffic|TrafficJam| Vijnana Nagar|12.978|77.682
21-Feb-16|BTP|Traffic|TrafficJam| A Narayanapura|12.993|77.673
21-Feb-16|Other|Other|Other| New Tippasandra|12.977|77.649
21-Feb-16|BBMP|Road|Pothole| Other||
21-Feb-16|BWSSB|Water|Problem| Yediyur|12.931|77.572
21-Feb-16|Other|Other|Other| Benniganahalli|12.998|77.664
21-Feb-16|BBMP|Road|Damage| Kumaraswamy Layout|12.901|77.565
21-Feb-16|BBMP|Road|Pothole| Kumaraswamy Layout|12.901|77.565
21-Feb-16|BTP|Traffic|TrafficJam| Kumaraswamy Layout|12.901|77.565
21-Feb-16|BBMP|Cleanliness|Garbage| Other||
21-Feb-16|BMTC|Experience|RudeBehavior| Gali Anjaneya Temple|12.909|77.575
21-Feb-16|BBMP|Animals|StrayAnimal| Shantala Nagar|12.972|77.513
21-Feb-16|BBMP|Cleanliness|Garbage| Kamakshipalya|12.989|77.527
21-Feb-16|BWSSB|Sewage|Problem| Kamakshipalya|12.989|77.527
21-Feb-16|BESCOM|Lights|Streelight| Garudachar Palya|12.988|77.701
21-Feb-16|BMTC|Buses|MoreBuses| Dharmaraya Swamy Temple|12.956|77.740
21-Feb-16|Other|Other|Other| Ejipura|12.939|77.629
21-Feb-16|BBMP|Road|Pothole| Other||
21-Feb-16|BBMP|Cleanliness|Garbage| Benniganahalli|12.998|77.664
20-Feb-16|Other|Other|Other| Sampangiram Nagar|12.993|77.575
20-Feb-16|BBMP|Cleanliness|Garbage| Jeevanbhima Nagar|12.963|77.661
20-Feb-16|BBMP|Cleanliness|Garbage| Konankunte|12.884|77.565
20-Feb-16|BTP|Violation|Parking| Chickpet|12.971|77.581
20-Feb-16|BTP|Traffic|TrafficJam| Kacharkanahalli|13.016|77.632
20-Feb-16|BBMP|Cleanliness|Garbage| Sriramamandira|12.946|77.591
20-Feb-16|BBMP|Cleanliness|Garbage| Dayananda Nagar|12.989|77.564
20-Feb-16|BWSSB|Sewage|Problem| New Tippasandra|12.977|77.649
20-Feb-16|BBMP|Animals|StrayAnimal| Btm Layout|12.913|77.609
20-Feb-16|BWSSB|Water|Problem| Begur|12.870|77.628
20-Feb-16|BWSSB|Sewage|Problem| Manorayanapalya|13.030|77.604
20-Feb-16|Other|Other|Other| Hosakerehalli|12.922|77.536
20-Feb-16|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
20-Feb-16|BTP|Traffic|TrafficJam| Vasanthapura|12.894|77.552
20-Feb-16|BBMP|Animals|StrayAnimal| Singasandra|12.880|77.646
20-Feb-16|BBMP|Road|Maintenance| Bellanduru|12.924|77.672
20-Feb-16|BESCOM|Lights|Streelight| Benniganahalli|12.998|77.664
20-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
20-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
20-Feb-16|BESCOM|Lights|Streelight| Benniganahalli|12.998|77.664
20-Feb-16|BTP|Traffic|TrafficJam| Devasandra|13.006|77.695
20-Feb-16|BBMP|Road|Maintenance| Dattatreya Temple|12.996|77.576
20-Feb-16|Other|Other|Other| Sampangiram Nagar|12.993|77.575
20-Feb-16|BBMP|Cleanliness|Garbage| Sampangiram Nagar|12.993|77.575
20-Feb-16|BBMP|Animals|StrayAnimal| Banasavadi|13.056|77.496
20-Feb-16|BBMP|Road|Pothole| Sarvagna Nagar|12.986|77.635
20-Feb-16|BTP|Violation|Traffic| Aramane Nagara|13.014|77.583
20-Feb-16|BBMP|Road|Maintenance| Konankunte|12.884|77.565
20-Feb-16|BBMP|Cleanliness|Garbage| Garudachar Palya|12.988|77.701
19-Feb-16|BESCOM|Lights|Streelight| Konankunte|12.884|77.565
19-Feb-16|BTP|Violation|Traffic| Hmt|13.050|77.527
19-Feb-16|BBMP|Road|Maintenance| Thanisandra|13.063|77.636
19-Feb-16|BMTC|Others|Other| Kamakshipalya|12.989|77.527
19-Feb-16|BBMP|Cleanliness|Garbage| J P Park|13.033|77.555
19-Feb-16|Other|Other|Other| Dharmaraya Swamy Temple|12.956|77.740
19-Feb-16|BBMP|Animals|StrayAnimal| Lakshmi Devi Nagar|13.014|77.527
19-Feb-16|BBMP|Road|Damage| Lakshmi Devi Nagar|13.014|77.527
19-Feb-16|BBMP|Animals|StrayAnimal| Hsr Layout|12.910|77.645
19-Feb-16|BBMP|Road|Pothole| Hmt|13.050|77.527
19-Feb-16|Other|Other|Other| Other||
19-Feb-16|BBMP|Cleanliness|Garbage| Lakkasandra|12.944|77.601
19-Feb-16|BMTC|Buses|MoreBuses| Atturu|13.100|77.568
19-Feb-16|Other|Other|Other| Jakkuru|13.078|77.599
19-Feb-16|BTP|Traffic|TrafficJam| Shakambari Nagar|12.912|77.576
19-Feb-16|BESCOM|Electricity|PowerOutage| Thanisandra|13.063|77.636
19-Feb-16|BTP|Traffic|TrafficJam| Gandhi Nagar|12.979|77.575
19-Feb-16|BTP|Traffic|TrafficJam| Horamavu|13.027|77.661
19-Feb-16|BBMP|Animals|StrayAnimal| Vidya Peeta|12.933|77.561
19-Feb-16|BBMP|Animals|StrayAnimal| Other||
19-Feb-16|BBMP|Cleanliness|Garbage| Vidya Peeta|12.933|77.561
19-Feb-16|BBMP|Cleanliness|Garbage| Koramangala|12.932|77.623
19-Feb-16|BBMP|Cleanliness|Garbage| Gayathri Nagar|13.001|77.558
19-Feb-16|Other|Other|Other| Begur|12.870|77.628
19-Feb-16|BBMP|Animals|StrayAnimal| Hagadur|12.966|77.757
19-Feb-16|BBMP|Animals|StrayAnimal| Benniganahalli|12.998|77.664
19-Feb-16|BBMP|Cleanliness|Garbage| Pulikeshinagar|12.997|77.614
19-Feb-16|BBMP|Cleanliness|Garbage| Gandhi Nagar|12.979|77.575
19-Feb-16|BBMP|Cleanliness|Garbage| Domlur|12.960|77.641
19-Feb-16|BTP|Traffic|TrafficJam| Arekere|12.885|77.588
18-Feb-16|Other|Other|Other| Dodda Nekkundi|12.975|77.691
19-Feb-16|BWSSB|Sewage|Problem| Ejipura|12.939|77.629
19-Feb-16|BTP|Traffic|TrafficJam| Hsr Layout|12.910|77.645
19-Feb-16|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
18-Feb-16|BBMP|Animals|StrayAnimal| Vannarpet|12.954|77.621
19-Feb-16|BTP|Traffic|TrafficJam| Lakkasandra|12.944|77.601
18-Feb-16|Other|Other|Other| Begur|12.870|77.628
18-Feb-16|Other|Other|Other| Begur|12.870|77.628
19-Feb-16|BWSSB|Sewage|Problem| Hemmigepura|12.886|77.490
19-Feb-16|BTP|Violation|Parking| Hoodi|12.978|77.638
18-Feb-16|BBMP|Animals|StrayAnimal| Kadugodi|12.977|77.729
19-Feb-16|BESCOM|Electricity|PowerOutage| Bilekahalli|12.897|77.611
19-Feb-16|BBMP|Road|Maintenance| Hemmigepura|12.886|77.490
18-Feb-16|BBMP|Road|Maintenance| Subhash Nagar|12.972|77.568
18-Feb-16|Other|Other|Other| Uttarahalli|12.907|77.552
18-Feb-16|BESCOM|Lights|Streelight| Vasanthapura|12.894|77.552
18-Feb-16|BTP|Traffic|TrafficJam| Vasanthapura|12.894|77.552
19-Feb-16|Other|Other|Other| Sunkenahalli||
18-Feb-16|BTP|Traffic|TrafficJam| Yelchenahalli|12.900|77.571
18-Feb-16|Other|Other|Other| Sunkenahalli||
18-Feb-16|Other|Other|Other| Sunkenahalli||
18-Feb-16|Other|Other|Other| K R Market|12.953|77.539
18-Feb-16|BTP|Violation|Parking| Kadu Malleshwara||
18-Feb-16|BTP|Violation|Parking| Kadu Malleshwara||
18-Feb-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
18-Feb-16|Other|Other|Other| New Tippasandra|12.977|77.649
18-Feb-16|BBMP|Cleanliness|Garbage| Horamavu|13.027|77.661
18-Feb-16|BTP|Traffic|TrafficJam| Vidya Peeta|12.933|77.561
18-Feb-16|BBMP|Road|Pothole| Bilekahalli|12.897|77.611
18-Feb-16|BBMP|Road|Pothole| Singasandra|12.880|77.646
18-Feb-16|BTP|Traffic|TrafficJam| Nagarabhavi|12.972|77.513
18-Feb-16|BTP|Traffic|TrafficJam| Nagarabhavi|12.972|77.513
18-Feb-16|BTP|Traffic|TrafficJam| Vannarpet|12.954|77.621
18-Feb-16|BTP|Traffic|TrafficJam| Vannarpet|12.954|77.621
18-Feb-16|BTP|Traffic|TrafficJam| Vannarpet|12.954|77.621
18-Feb-16|BBMP|Cleanliness|Garbage| Thanisandra|13.063|77.636
18-Feb-16|BTP|Traffic|TrafficJam| Kadu Malleshwara||
18-Feb-16|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
18-Feb-16|BTP|Traffic|TrafficJam| Jeevanbhima Nagar|12.963|77.661
18-Feb-16|BTP|Traffic|TrafficJam| Deepanjali Nagar|12.950|77.530
18-Feb-16|BTP|Traffic|TrafficJam| Shantala Nagar|12.972|77.513
18-Feb-16|BTP|Traffic|TrafficJam| Shantala Nagar|12.972|77.513
18-Feb-16|BTP|Traffic|TrafficJam| Malleswaram|13.008|77.565
17-Feb-16|Other|Other|Other| Bellanduru|12.924|77.672
17-Feb-16|Other|Other|Other| Hsr Layout|12.910|77.645
18-Feb-16|BTP|Violation|Parking| Chickpet|12.971|77.581
18-Feb-16|BTP|Traffic|TrafficJam| Chickpet|12.971|77.581
17-Feb-16|BTP|Traffic|TrafficJam| Vasanthapura|12.894|77.552
17-Feb-16|BESCOM|Lights|Streelight| Hoysala Nagar|13.017|77.667
17-Feb-16|BBMP|Cleanliness|Garbage| Bommanahalli|12.898|77.618
17-Feb-16|Other|Other|Other| Varthur|12.939|77.747
17-Feb-16|BTP|Traffic|TrafficJam| Hsr Layout|12.910|77.645
17-Feb-16|BBMP|Cleanliness|Garbage| Shantala Nagar|12.972|77.513
18-Feb-16|BTP|Traffic|TrafficJam| Shantala Nagar|12.972|77.513
17-Feb-16|Other|Other|Other| Kadu Malleshwara||
17-Feb-16|BTP|Traffic|TrafficJam| Bommanahalli|12.898|77.618
17-Feb-16|BTP|Traffic|TrafficJam| Hebbal|13.032|77.599
17-Feb-16|BBMP|Cleanliness|Garbage| Bharathi Nagar|13.015|77.722
17-Feb-16|BBMP|Animals|StrayAnimal| Ejipura|12.939|77.629
17-Feb-16|Other|Other|Other| Gandhi Nagar|12.979|77.575
17-Feb-16|BTP|Violation|Parking| Girinagar|12.939|77.544
17-Feb-16|BMTC|Buses|MoreBuses| Gandhi Nagar|12.979|77.575
17-Feb-16|BBMP|Road|Maintenance| Marathahalli|12.951|77.700
17-Feb-16|BESCOM|Lights|Streelight| Kadu Malleshwara||
17-Feb-16|BMTC|Buses|MoreBuses| Domlur|12.960|77.641
17-Feb-16|Other|Other|Other| Koramangala|12.932|77.623
17-Feb-16|Other|Other|Other| Agaram|12.964|77.621
17-Feb-16|Other|Other|Other| Agaram|12.964|77.621
17-Feb-16|Other|Other|Other| Hsr Layout|12.910|77.645
16-Feb-16|BBMP|Road|Pothole| Bommanahalli|12.898|77.618
16-Feb-16|Other|Other|Other| K R Puram|13.008|77.732
16-Feb-16|BBMP|Cleanliness|Garbage| Bommanahalli|12.898|77.618
16-Feb-16|BBMP|Cleanliness|Garbage| Other||
17-Feb-16|Other|Other|Other| Ganesh Mandir|13.008|77.581
17-Feb-16|Other|Other|Other| Sanjay Nagar|13.037|77.582
17-Feb-16|BTP|Traffic|TrafficJam| Aramane Nagara|13.014|77.583
16-Feb-16|BESCOM|Lights|Streelight| Garudachar Palya|12.988|77.701
16-Feb-16|BBMP|Road|Pothole| J P Park|13.033|77.555
16-Feb-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
16-Feb-16|BMTC|Buses|MoreBuses| Gandhi Nagar|12.979|77.575
16-Feb-16|BTP|Traffic|TrafficJam| Kodigehalli|13.058|77.576
16-Feb-16|BTP|Traffic|TrafficJam| Hsr Layout|12.910|77.645
16-Feb-16|BWSSB|Water|Problem| Malleswaram|13.008|77.565
16-Feb-16|Other|Other|Other| Konena Agrahara|12.958|77.661
16-Feb-16|Other|Other|Other| Hsr Layout|12.910|77.645
16-Feb-16|BESCOM|Lights|Streelight| Hsr Layout|12.910|77.645
16-Feb-16|BBMP|Cleanliness|Garbage| Rajarajeshwari Nagar|12.924|77.522
16-Feb-16|Other|Other|Other| Gottigere|12.857|77.588
16-Feb-16|Other|Other|Other| Sampangiram Nagar|12.993|77.575
16-Feb-16|BWSSB|Sewage|Problem| Sampangiram Nagar|12.993|77.575
16-Feb-16|BBMP|Cleanliness|Garbage| Lingarajapura|13.008|77.631
16-Feb-16|BTP|Violation|Parking| Girinagar|12.939|77.544
16-Feb-16|BTP|Violation|Traffic| Shantala Nagar|12.972|77.513
16-Feb-16|BWSSB|Sewage|Problem| Jogupalya|12.972|77.595
16-Feb-16|BTP|Violation|Parking| Jnana Bharathi|12.952|77.516
15-Feb-16|BBMP|Animals|StrayAnimal| Horamavu|13.027|77.661
16-Feb-16|BBMP|Animals|StrayAnimal| Hal Airport|12.971|77.650
15-Feb-16|BTP|Traffic|TrafficJam| Thanisandra|13.063|77.636
15-Feb-16|BTP|Traffic|TrafficJam| Kuvempu Nagar|12.915|77.613
16-Feb-16|BBMP|Animals|StrayAnimal| Jagajivanaramnagar|12.966|77.551
16-Feb-16|BBMP|Road|Maintenance| K R Puram|13.008|77.732
15-Feb-16|BBMP|Cleanliness|Garbage| Dodda Nekkundi|12.975|77.691
15-Feb-16|BTP|Traffic|TrafficJam| Rajamahal Guttahalli||
16-Feb-16|BBMP|Road|Pothole| Vishveshwarapura|12.954|77.578
16-Feb-16|BBMP|Road|Pothole| Madivala|12.923|77.617
15-Feb-16|BBMP|Cleanliness|Garbage| Atturu|13.100|77.568
16-Feb-16|Other|Other|Other| Begur|12.870|77.628
16-Feb-16|Other|Other|Other| Subhash Nagar|12.972|77.568
20-Feb-16|KSPCB|Pollution|Air| Jakkasandra|12.923|77.639
15-Feb-16|BBMP|Animals|StrayAnimal| Shettihalli|13.515|76.244
15-Feb-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
15-Feb-16|BTP|Traffic|TrafficJam| Nagarabhavi|12.972|77.513
15-Feb-16|BBMP|Animals|StrayAnimal| Jayanagar|12.928|77.591
15-Feb-16|BMTC|Experience|RudeBehavior| Dodda Nekkundi|12.975|77.691
15-Feb-16|KSPCB|Pollution|Air| Thanisandra|13.063|77.636
16-Feb-16|BBMP|Road|Maintenance| Ganesh Mandir|13.008|77.581
15-Feb-16|BBMP|Cleanliness|Garbage| Srinagar|12.953|77.548
15-Feb-16|Other|Other|Other| Pulikeshinagar|12.997|77.614
15-Feb-16|Other|Other|Other| Pulikeshinagar|12.997|77.614
15-Feb-16|BTP|Traffic|TrafficJam| Pulikeshinagar|12.997|77.614
15-Feb-16|BBMP|Cleanliness|Garbage| Domlur|12.960|77.641
15-Feb-16|BTP|Traffic|TrafficJam| Rajamahal Guttahalli||
15-Feb-16|KSPCB|Pollution|Air| Puttenahalli|12.894|77.581
14-Feb-16|Other|Other|Other| Other||
15-Feb-16|BTP|Violation|Parking| Begur|12.870|77.628
15-Feb-16|Other|Other|Other| Jeevanbhima Nagar|12.963|77.661
15-Feb-16|BBMP|Cleanliness|Garbage| Jogupalya|12.972|77.595
15-Feb-16|BBMP|Animals|StrayAnimal| Girinagar|12.939|77.544
22-Feb-16|BWSSB|Sewage|Problem| Thanisandra|13.063|77.636
15-Feb-16|BBMP|Road|Maintenance| Ullalu|12.810|74.863
15-Feb-16|BWSSB|Water|Problem| Kacharkanahalli|13.016|77.632
15-Feb-16|BMTC|Others|Other| Dodda Nekkundi|12.975|77.691
14-Feb-16|BBMP|Road|Pothole| Sunkenahalli||
15-Feb-16|Other|Other|Other| Hbr Layout|13.019|77.647
15-Feb-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
15-Feb-16|BBMP|Animals|StrayAnimal| Bellanduru|12.924|77.672
15-Feb-16|BMTC|Experience|RudeBehavior| Sanjay Nagar|13.037|77.582
14-Feb-16|Other|Other|Other| Sanjay Nagar|13.037|77.582
14-Feb-16|BBMP|Road|Maintenance| Thanisandra|13.063|77.636
14-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
14-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
14-Feb-16|Other|Other|Other| Pattabhiram Nagar|12.925|77.591
14-Feb-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
14-Feb-16|BBMP|Cleanliness|Garbage| Sanjay Nagar|13.037|77.582
15-Feb-16|BWSSB|Sewage|Problem| Thanisandra|13.063|77.636
13-Feb-16|BTP|Traffic|TrafficJam| New Tippasandra|12.977|77.649
15-Feb-16|Other|Other|Other| Bellanduru|12.924|77.672
15-Feb-16|Other|Other|Other| Gandhi Nagar|12.979|77.575
14-Feb-16|BBMP|Road|Maintenance| Koramangala|12.932|77.623
14-Feb-16|Other|Other|Other| Maruthi Mandira|13.090|77.488
14-Feb-16|Other|Other|Other| Vasanthapura|12.894|77.552
14-Feb-16|BTP|Violation|Parking| Sampangiram Nagar|12.993|77.575
14-Feb-16|BTP|Violation|Traffic| Adugodi|12.972|77.595
14-Feb-16|BBMP|Animals|StrayAnimal| Jayamahal|13.004|77.599
14-Feb-16|KSPCB|Pollution|Air| Hbr Layout|13.019|77.647
14-Feb-16|BTP|Violation|Parking| Jayachamarajendra Nagar|12.987|77.547
14-Feb-16|BBMP|Cleanliness|Garbage| Shettihalli|13.515|76.244
15-Feb-16|KSPCB|Pollution|Air| Other||
15-Feb-16|KSPCB|Pollution|Water| Byatarayanapura|13.061|77.590
13-Feb-16|BTP|Traffic|TrafficJam| Kadu Malleshwara||
13-Feb-16|BTP|Traffic|TrafficJam| Dodda Nekkundi|12.975|77.691
13-Feb-16|BMTC|Infrastructure|BusShelter| Kottigepalya|12.986|77.512
13-Feb-16|BBMP|Cleanliness|Garbage| Radhakrishna Temple||
13-Feb-16|BBMP|Road|Pothole| Bellanduru|12.924|77.672
13-Feb-16|BTP|Traffic|TrafficJam| Kadu Malleshwara||
13-Feb-16|BBMP|Cleanliness|Garbage| Banasavadi|13.056|77.496
13-Feb-16|BWSSB|Water|Problem| Yediyur|12.931|77.572
13-Feb-16|BBMP|Cleanliness|Garbage| Laggere|13.008|77.522
13-Feb-16|BBMP|Cleanliness|Garbage| Herohalli|12.992|77.489
14-Feb-16|BBMP|Cleanliness|Garbage| Neelasandra|12.953|77.615
13-Feb-16|BBMP|Cleanliness|Garbage| Herohalli|12.992|77.489
13-Feb-16|BESCOM|Lights|Streelight| Katriguppe|12.929|77.557
13-Feb-16|BBMP|Cleanliness|Garbage| Vidya Peeta|12.933|77.561
13-Feb-16|Other|Other|Other| Garudachar Palya|12.988|77.701
13-Feb-16|Other|Other|Other| Shakambari Nagar|12.912|77.576
12-Feb-16|BBMP|Road|Pothole| Basavanapura|13.013|77.713
15-Feb-16|BTP|Traffic|TrafficJam| C V Raman Nagar|12.985|77.662
15-Feb-16|BTP|Traffic|TrafficJam| Bommanahalli|12.898|77.618
13-Feb-16|BTP|Traffic|TrafficJam| Hosahalli|13.148|77.645
12-Feb-16|Other|Other|Other| Ganesh Mandir|13.008|77.581
13-Feb-16|BBMP|Animals|StrayAnimal| Ganesh Mandir|13.008|77.581
13-Feb-16|BESCOM|Lights|Streelight| Hal Airport|12.971|77.650
13-Feb-16|Other|Other|Other| Jayachamarajendra Nagar|12.987|77.547
12-Feb-16|Other|Other|Other| Manorayanapalya|13.030|77.604
13-Feb-16|Other|Other|Other| Padmanabha Nagar|12.918|77.556
13-Feb-16|BTP|Violation|Parking| Hombegowda Nagar|12.945|77.597
12-Feb-16|Other|Other|Other| Ulsoor|12.982|77.619
12-Feb-16|Other|Other|Other| Shantala Nagar|12.972|77.513
13-Feb-16|BWSSB|Sewage|Problem| Shantala Nagar|12.972|77.513
12-Feb-16|BESCOM|Lights|Streelight| Byatarayanapura|13.061|77.590
12-Feb-16|Other|Other|Other| Shantala Nagar|12.972|77.513
12-Feb-16|BTP|Traffic|TrafficJam| Kadu Malleshwara||
12-Feb-16|BBMP|Cleanliness|Garbage| Laggere|13.008|77.522
12-Feb-16|BTP|Traffic|TrafficJam| Madivala|12.923|77.617
12-Feb-16|BTP|Traffic|TrafficJam| Shakambari Nagar|12.912|77.576
12-Feb-16|BTP|Traffic|TrafficJam| Karisandra||
12-Feb-16|BTP|Traffic|TrafficJam| Banashankari Temple|12.965|77.579
12-Feb-16|BTP|Traffic|TrafficJam| Yelchenahalli|12.900|77.571
12-Feb-16|Other|Other|Other| K R Market|12.953|77.539
13-Feb-16|BBMP|Road|Pothole| Banashankari Temple|12.965|77.579
12-Feb-16|Other|Other|Other| Chickpet|12.971|77.581
22-Feb-16|Other|Other|Other| Sunkenahalli||
13-Feb-16|BBMP|Animals|StrayAnimal| Kottigepalya|12.986|77.512
12-Feb-16|BMTC|Infrastructure|BusShelter| Byatarayanapura|13.061|77.590
12-Feb-16|BTP|Traffic|TrafficJam| Bellanduru|12.924|77.672
12-Feb-16|BTP|Traffic|TrafficJam| Koramangala|12.932|77.623
12-Feb-16|BTP|Traffic|TrafficJam| Ejipura|12.939|77.629
12-Feb-16|BTP|Traffic|TrafficJam| Ulsoor|12.982|77.619
12-Feb-16|KSPCB|Pollution|Water| Jagajivanaramnagar|12.966|77.551
12-Feb-16|BBMP|Cleanliness|Garbage| Bellanduru|12.924|77.672
12-Feb-16|BTP|Traffic|TrafficJam| Domlur|12.960|77.641
12-Feb-16|BBMP|Cleanliness|Garbage| Laggere|13.008|77.522
12-Feb-16|BBMP|Cleanliness|Garbage| Hsr Layout|12.910|77.645
12-Feb-16|BMTC|Buses|MoreBuses| Kempegowda|12.977|77.571
12-Feb-16|BBMP|Cleanliness|Garbage| Kadugodi|12.977|77.729
